"No.","Time","Source","Destination","Protocol","Length","Info"
"8057","35.924095","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8045#2] 57141  >  443 [ACK] Seq=1381 Ack=754 Win=65280 Len=0 SLE=6514 SRE=10834"
"8058","35.924509","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57141 [ACK] Seq=10834 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8059","35.924530","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8045#3] 57141  >  443 [ACK] Seq=1381 Ack=754 Win=65280 Len=0 SLE=6514 SRE=12274"
"8060","35.926863","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=98600 Ack=2116 Win=1049600 Len=1440"
"8061","35.926899","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 7974#21] 57140  >  443 [ACK] Seq=2116 Ack=77000 Win=66048 Len=0 SLE=98600 SRE=100040 SLE=78440 SRE=107240 SLE=110120 SRE=113000"
"8062","35.927058","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=100040 Ack=2116 Win=1049600 Len=1440"
"8063","35.927079","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 7974#22] 57140  >  443 [ACK] Seq=2116 Ack=77000 Win=66048 Len=0 SLE=100040 SRE=101480 SLE=78440 SRE=107240 SLE=110120 SRE=113000"
"8064","35.927315","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57141 [ACK] Seq=12274 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8065","35.927337","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8045#4] 57141  >  443 [ACK] Seq=1381 Ack=754 Win=65280 Len=0 SLE=6514 SRE=13714"
"8066","35.927554","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=104360 Ack=2116 Win=1049600 Len=1440"
"8067","35.927573","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 7974#23] 57140  >  443 [ACK] Seq=2116 Ack=77000 Win=66048 Len=0 SLE=104360 SRE=105800 SLE=78440 SRE=107240 SLE=110120 SRE=113000"
"8068","35.927710","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"8069","35.927784","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=107240 Win=66048 Len=0 SLE=110120 SRE=113000"
"8070","35.927968","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=107240 Ack=2116 Win=1049600 Len=1440"
"8071","35.927994","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=108680 Win=66048 Len=0 SLE=110120 SRE=113000"
"8072","35.928138","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=108680 Ack=2116 Win=1049600 Len=1440"
"8073","35.928167","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=113000 Win=66048 Len=0"
"8074","35.928367","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8075","35.928576","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8076","35.928611","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0"
"8077","35.929140","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=69801 Ack=2117 Win=1049600 Len=1440"
"8078","35.929177","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 7829#40] 57139  >  443 [ACK] Seq=2117 Ack=25161 Win=66048 Len=0 SLE=46761 SRE=71241 SLE=75561 SRE=89961 SLE=26601 SRE=45321"
"8079","35.932298","Microsof_70:e2:00","Broadcast","ARP","60","Who has 172.16.255.232? Tell 172.16.241.43"
"8080","35.932474","172.16.245.34","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"8081","35.932728","172.16.245.194","172.16.255.255","UDP","62","2008  >  2008 Len=20"
"8082","35.932729","172.16.245.194","172.16.255.255","UDP","62","2007  >  2007 Len=20"
"8083","35.932730","Google_73:1a:e5","Broadcast","ARP","60","Who has 172.16.254.128? Tell 172.16.246.212"
"8084","35.933257","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=71241 Ack=2117 Win=1049600 Len=1440"
"8085","35.933295","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 7829#41] 57139  >  443 [ACK] Seq=2117 Ack=25161 Win=66048 Len=0 SLE=46761 SRE=72681 SLE=75561 SRE=89961 SLE=26601 SRE=45321"
"8086","35.933557","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"8087","35.933585","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8076#1] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=120200 SRE=121640"
"8088","35.933689","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8089","35.933711","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8076#2] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=120200 SRE=123080"
"8090","35.933954","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8091","35.933982","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8076#3] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=120200 SRE=124520"
"8092","35.934168","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8093","35.934191","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8076#4] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=120200 SRE=125960"
"8094","35.934327","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"8095","35.934348","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 8076#5] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=127400 SRE=128840 SLE=120200 SRE=125960"
"8096","35.934557","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8097","35.934577","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 8076#6] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=127400 SRE=130280 SLE=120200 SRE=125960"
"8098","35.934811","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8099","35.934830","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 8076#7] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=127400 SRE=131720 SLE=120200 SRE=125960"
"8100","35.935051","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=94280 Ack=2116 Win=1049600 Len=1440"
"8101","35.935068","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#8] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=94280 SRE=95720 SLE=127400 SRE=131720 SLE=120200 SRE=125960"
"8102","35.935254","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=104360 Ack=2116 Win=1049600 Len=1440"
"8103","35.935277","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#9] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=104360 SRE=105800 SLE=127400 SRE=131720 SLE=120200 SRE=125960"
"8104","35.935477","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=77000 Ack=2116 Win=1049600 Len=1440"
"8105","35.935519","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#10] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=77000 SRE=78440 SLE=127400 SRE=131720 SLE=120200 SRE=125960"
"8106","35.935968","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=107240 Ack=2116 Win=1049600 Len=1440"
"8107","35.935989","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#11] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=107240 SRE=108680 SLE=127400 SRE=131720 SLE=120200 SRE=125960"
"8108","35.937136","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=118760 Ack=2116 Win=1049600 Len=1440"
"8109","35.937183","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 8076#12] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=118760 SRE=125960 SLE=127400 SRE=131720"
"8110","35.937340","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57141 [ACK] Seq=13714 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"8111","35.937369","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8045#5] 57141  >  443 [ACK] Seq=1381 Ack=754 Win=65280 Len=0 SLE=6514 SRE=15154"
"8112","35.937627","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=120200 Ack=2116 Win=1049600 Len=1440"
"8113","35.937691","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#13] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=120200 SRE=121640 SLE=118760 SRE=125960 SLE=127400 SRE=131720"
"8114","35.938050","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=121640 Ack=2116 Win=1049600 Len=1440"
"8115","35.938073","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#14] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=121640 SRE=123080 SLE=118760 SRE=125960 SLE=127400 SRE=131720"
"8116","35.939169","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=114440 Ack=2116 Win=1049600 Len=1440"
"8117","35.939201","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 8076#15] 57140  >  443 [ACK] Seq=2116 Ack=115880 Win=66048 Len=0 SLE=114440 SRE=115880 SLE=118760 SRE=125960 SLE=127400 SRE=131720"
"8118","35.939347","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57139 [ACK] Seq=45321 Ack=2117 Win=1049600 Len=1440"
"8119","35.939373","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 7829#42] 57139  >  443 [ACK] Seq=2117 Ack=25161 Win=66048 Len=0 SLE=26601 SRE=72681 SLE=75561 SRE=89961"
"8120","35.939595","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"8121","35.939636","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","57140  >  443 [ACK] Seq=2116 Ack=117320 Win=66048 Len=0 SLE=118760 SRE=125960 SLE=127400 SRE=131720"
"8122","35.939784","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=117320 Ack=2116 Win=1049600 Len=1440"
"8123","35.939843","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=125960 Win=66048 Len=0 SLE=127400 SRE=131720"
"8124","35.940095","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"8125","35.940122","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 8123#1] 57140  >  443 [ACK] Seq=2116 Ack=125960 Win=66048 Len=0 SLE=124520 SRE=125960 SLE=127400 SRE=131720"
"8126","35.940308","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=125960 Ack=2116 Win=1049600 Len=1440"
"8127","35.940350","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0"
"8128","35.940543","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"8129","35.940560","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#1] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=127400 SRE=128840"
"8130","35.940721","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"8131","35.940741","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#2] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=128840 SRE=130280"
"8132","35.940937","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Spurious Retransmission] , Ignored Unknown Record"
"8133","35.940955","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#3] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=130280 SRE=131720"
"8134","35.941385","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"8135","35.941419","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#4] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=141800"
"8136","35.942982","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8137","35.943014","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#5] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=143240"
"8138","35.943178","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Fast Retransmission] 443  >  57141 [ACK] Seq=754 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8139","35.943249","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57141  >  443 [ACK] Seq=1381 Ack=2194 Win=66048 Len=0 SLE=6514 SRE=15154"
"8140","35.943365","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8141","35.943386","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#6] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=144680"
"8142","35.943577","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8143","35.943596","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#7] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=146120"
"8144","35.943787","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57141 [ACK] Seq=2194 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8145","35.943829","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57141  >  443 [ACK] Seq=1381 Ack=3634 Win=66048 Len=0 SLE=6514 SRE=15154"
"8146","35.944049","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8147","35.944072","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#8] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=147560"
"8148","35.944265","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8149","35.944283","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#9] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=149000"
"8150","35.944432","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57141 [ACK] Seq=3634 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8151","35.944474","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57141  >  443 [ACK] Seq=1381 Ack=5074 Win=66048 Len=0 SLE=6514 SRE=15154"
"8152","35.944695","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=149000 Ack=2116 Win=1049600 Len=1440"
"8153","35.944717","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#10] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=150440"
"8154","35.944909","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8155","35.944930","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#11] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=151880"
"8156","35.945080","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57141 [ACK] Seq=5074 Ack=1381 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"8157","35.945140","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57141  >  443 [ACK] Seq=1381 Ack=15154 Win=66048 Len=0"
"8158","35.945668","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8159","35.945700","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#12] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=153320"
"8160","35.946315","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8161","35.946347","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#13] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=154760"
"8162","35.946806","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8163","35.946832","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8127#14] 57140  >  443 [ACK] Seq=2116 Ack=131720 Win=66048 Len=0 SLE=140360 SRE=156200"
"8164","35.947519","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"8165","35.947567","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=133160 Win=66048 Len=0 SLE=140360 SRE=156200"
"8166","35.948775","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=133160 Ack=2116 Win=1049600 Len=1440"
"8167","35.948820","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=134600 Win=66048 Len=0 SLE=140360 SRE=156200"
"8168","35.950209","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57140 [ACK] Seq=134600 Ack=2116 Win=1049600 Len=1440"
"8169","35.950257","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=136040 Win=66048 Len=0 SLE=140360 SRE=156200"
"8170","35.951508","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=136040 Ack=2116 Win=1049600 Len=1440"
"8171","35.951551","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=137480 Win=66048 Len=0 SLE=140360 SRE=156200"
"8172","35.951994","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=137480 Ack=2116 Win=1049600 Len=1440"
"8173","35.952032","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=138920 Win=66048 Len=0 SLE=140360 SRE=156200"
"8174","35.952174","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=138920 Ack=2116 Win=1049600 Len=1440"
"8175","35.952224","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=156200 Win=66048 Len=0"
"8176","35.956448","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"8177","35.956514","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8175#1] 57140  >  443 [ACK] Seq=2116 Ack=156200 Win=66048 Len=0 SLE=159080 SRE=160520"
"8178","35.960107","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"8179","35.960150","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 8175#2] 57140  >  443 [ACK] Seq=2116 Ack=156200 Win=66048 Len=0 SLE=159080 SRE=161960"
